Platelet_sample			
GeneID	1	2	3
101927546	0.8154	0.6459	0.3405
79363	0	0.3013	0.1429
54455	0.2481	1.597	0.7555
26099	9.919	13.19	7.342
374955	1.849	3.081	1.587
55707	7.009	6.009	3.604
107984921	0	0.1029	0
114819	0	0.2695	0.02459
26871	0	0	0
107985757	0	0	0
100132147	0	0	0
107985758	0	0	0
7195	0	0	0
55672	0	0.2991	0.08868
105376794	0.01443	0.163	0.0615
84809	0.0614	0.3783	0.03739
11209	0	0	0
107985736	0	0.03976	0.02358
26869	0	0	0
107985759	0	0	0.9296
284729	0	0	0
100189045	0	0	0
6060	0	0	0
11223	0	0.04768	0
100500876	0	0	0
100189298	0	1.568	0
112267871	0	0	0
7193	0	0	0
100189183	0	0	0
105376805	0.172	0.1767	0.2095
791226	0	0	0
26870	0	0	0
9696	0	0.2596	0.04051
4237	0	0	0
105376806	0	0	0
23400	2.387	4.353	2.369
6390	2.135	3.07	3.186
11240	0	1.673	0.7476
105376808	0	0.1352	0
400743	0	0	0
29943	0	0.038	0
51702	0	0.1297	0.02564
100616188	0	0	0
23569	5.25	5.576	67.29
353238	0	0.04645	0
55920	8.154	6.012	2.214
55160	0.4757	0.0222	0.04609
107984028	0	0	0.2321
81569	0	0	0
105376809	0	0	0
105376812	0	0	0
101927876	0	0.1802	0
84966	0	0.0477	0.02829
105376814	0	0.03211	0
127707	0	0	0
5081	0	0	0
80834	0	0	0
8659	0	0.03108	0.05529
100616120	0	0	0
100302276	0	1.427	0
126917	0	0	0
105376815	0	0.03455	0
23352	0.6304	0.913	0.5283
101927895	0	0.1185	0.2109
23065	0.3249	0.3503	0.188
51154	1.244	0.2737	0.2434
246181	0.04588	0.1885	0.2794
22977	0.3364	0.1481	0.1171
100506730	0	0	0
8574	19.28	32.13	20.69
54896	0	0.4102	0.2331
832	72.69	109.7	63.7
105376819	0	0.1309	1.398
105376818	0	0	0
105376817	0	0.1829	0.05423
105378614	0	0	0
440574	0.7941	0.6313	1.435
100532736	0.09834	0.101	0.1198
644068	0	0	0
4681	0	0	0.042
3362	0	0.02929	0.05211
255104	0	0.1566	0.05159
54546	0	0	0.1052
105376823	0	0	0
23252	0	0.03091	0.1375
30814	0	0	0
5320	0	0	0.4499
5322	0	0.1607	0.2096
26279	0	0.2491	0
64600	0	0.04083	0
391013	0	0	0.08723
127733	0	0	0
101928017	0	0	0
105376825	0	0.5852	0.02169
105376826	0	0	0
105376827	0	0	0
105376828	0	0	0
127731	0	0.02766	0.0164
339505	0	0	0.03489
55450	0	0	0
79594	0.8626	0	0.1891
163933	0	0.1364	0
978	2.009	2.339	1.468
65018	4.609	3.518	5.192
102464833	4.926	6.071	8.4
100861548	1.317	1.428	1.619
1650	0	6.491	2.794
57576	0.3711	0.2178	0.06458
400745	0	0	0
112268222	1.232	0.6951	1.004
50809	2.653	1.61	2.461
8672	18.32	19.21	10.45
105376830	0	0	0
105376829	0.2641	0	0.1608
100302155	0	0	0
1889	18.42	32.27	12.35
100506801	0	0.1297	0.02564
105376832	0	0	0
84224	0.5483	0.3088	0.5925
249	0	0.1182	0.4673
105376834	0.8113	0	0
5909	0	0.05002	0.05933
84196	0.6844	0.8895	0.8661
401944	0	0	0.01576
3339	0	0.1105	0.008737
23436	0	0.2457	0.1457
10136	0	0	0.1457
101928043	0	0	0
29092	0.1562	0.5613	0.8084
112268223	0.7741	0	0.202
998	11.82	12.97	6.558
54361	0	0	0
105376845	0	0.1188	0.1057
105376850	0	0.07457	0.02211
107985377	0	0	0
100616433	0	0	0
105376856	0	0.229	0
9923	0.02133	0.05476	0.05845
2046	0	0	0
102466615	0	0	0
712	1.785	0.1833	1.142
714	0	0	0.04962
713	0	0.08896	0.1583
2048	0	0.03902	0
100616391	0	0	0
100422914	0	0	0
646262	0	0.1141	0.03385
729059	0	0	0.1289
23028	1.18	1.009	0.9749
100422866	0	0	0
7798	0	0.2799	0.05052
3352	0	0.2748	0
100996511	0	0	0
10236	3.49	2.57	2.845
80818	0	0.1628	0.09653
148898	0.1511	0.07758	0.161
6920	0	0.2194	0
55616	0	0.7142	0.3933
1870	0	0.03728	0.5417
101928163	0	0	0
105376859	0	0	0.1926
3399	0	0.2343	0.6947
107984928	0	0.1005	0
259283	0	0.07893	0.04681
6135	17.85	7.249	13.72
6924	1.337	0.5854	1.055
100506963	0.4999	0.5133	0.7306
57095	4.904	3.917	6.098
105376860	0.4702	0.2414	0.859
11313	2.628	2.844	2.658
2582	0.4171	0	0.3266
3155	4.044	7.267	3.325
105376861	0	0.1541	0
2517	0	0.7917	0.2347
1269	0	0.07042	0.167
107984929	0	0	0.057
100616492	0	0	0
55629	4.173	3.17	4.501
10772	1.187	1.26	2.404
105378615	0	0	0
105376863	0.09153	0.376	0.1672
107984931	0	0	0.1844
127294	0.01882	0.07729	0.02292
107985737	0	0	0
105376864	0	0.3215	0.02724
58985	0	0	0
163702	0	0.04368	0.01295
284632	0	0	0.03575
105376871	0	0.04248	0.03779
57822	0	0	0
90529	0.08959	0.4293	0.2728
57185	7.373	10.88	2.17
100750325	12.06	8.819	6.6
11123	2.39	4.378	2.606
100506985	0.3341	1.029	0.6105
400746	0	0.1413	0.05236
10250	0.8315	2.471	1.519
25932	66.25	72.22	31.74
105376876	0	0	0.07923
864	0.8842	1.317	0.6058
102465437	0	0	0
107984932	0	0	0
105376878	0	0	0.01666
100616365	0	0	0
105376879	0	0	0
25949	4.996	3.991	6.048
57035	5.951	12.02	9.32
105376882	0	0	0.5393
6007	12.25	18.33	5.898
23585	137.8	149.3	151.6
6006	37.2	43.31	38.45
55219	0.552	0.6748	0.5123
26119	49.63	71.94	52.46
57134	0	0.1181	0
57190	7.009	16.67	2.172
56181	75.72	84.15	61.8
646471	1.78	1.798	1.644
79000	10.26	11.05	8.716
164091	1.085	0.8429	0.6248
3925	0	0.3788	0.6177
100500808	0	0	0
105376885	0	0	0
5051	0	0.3841	0.02847
101928216	0	0.03305	0.0196
2134	0	0	0
7780	0	0.03425	0
105376910	0	0	0
84676	0	0.1042	0.0309
149420	0	0.05048	0.2096
105376886	0	0.1769	0.1049
79927	0	0.03976	0.04716
110806296	0	0	0
51042	0.8493	0.3489	0
10256	0	0	0.07747
378807	0.08694	0.04464	0.02647
101928303	0	0	0
64793	0	0.02409	0.1286
83442	5763	8166	7308
91544	58.48	61.18	39.72
1043	28.54	18.35	39.57
55057	0	0.03777	0.0336
257101	0	0.04924	0.2628
79727	0	0	0
79947	0	0.3651	0.2953
101928324	0	0	0
3151	8.547	8.605	13.37
6195	3.792	2.097	3.411
100302190	0	0	0
105376888	0	0.1292	0
101928728	0	0.2003	0.05941
8289	0.6683	0.8676	1.536
55650	0	0.1507	0.1787
84243	0.537	0.1985	0.2355
2810	0	0.08509	0
54707	0	0.4294	0.04244
63906	0.051	0.3142	0.2795
10726	1.903	2.495	2.294
8431	0	0	0
126695	0	0.1118	0
388610	0.05384	0	0
115572	0	0	0
101928391	0	0.3407	0
6548	4.003	10.52	1.738
102723760	0	0	0
105376890	0.7121	0	0.2602
23038	0.2544	1.045	0.2741
84065	6.073	5.737	1.479
644961	0.8582	0.1259	0.2986
84958	0	0.193	0.6583
9064	0	0.01961	0.06977
8547	0	0	0
388611	0	0	0
2827	0	0	0.06177
10163	5.38	10.76	4.089
105376892	0.1173	0	0.02382
27245	0.06342	0	0.02317
2268	3.518	2.046	2.673
111216282	0	0.2524	0
2537	3.62	10.92	3.789
199870	0.02098	0.0431	0.1406
23673	1.75	1.247	0.6091
5511	0	0.2768	0.211
677774	0	0	0.7952
9473	4.08	0.8949	4.077
6118	4.678	0.8478	5.9
27293	0	0.06556	0.03888
55113	0	0.1554	0.4147
2140	0.1929	0.2972	0.1762
5724	1.342	4.292	6.463
22826	13.74	12.34	13.06
93974	15.82	14.57	9.497
83667	0	0.06309	0.2806
54797	0	0	0.343
65979	0.2182	0.6894	0.4804
1104	0.2763	0.6384	0.5258
8420	1.755	1.044	1.604
6080	0	0	0
26768	0	0	0
54952	0.753	0.5523	1.048
85028	0	0.4707	0.2171
692212	0	0	0
677838	0	0	0
677825	0	0	0.5
692073	0	0	0
115273	0	0	0
6883	1.228	0.4364	0.949
105378616	0	0.09964	0
26824	0	0	0
10691	0	0.5542	0.009959
51441	5.358	6.489	11.18
4985	0.3606	0.8123	0.588
2035	2.33	5.409	5.058
399474	0.8937	2.275	2.177
6429	9.094	9.484	9.097
51102	0	0.1576	0.03739
10076	0	0.01938	0
101928460	0	0	0
107984933	0	0	0
107984934	0	0.054	0
101929406	0	0	0
105378617	0	0	0
105378618	0	0	0.06825
4146	0	0	0
100129196	0	0	0
7805	61.46	99.98	76.98
100616164	0	0	0
105378620	0	0	0.01796
105378621	0	0	0
105378622	0	0	0
400748	0	0	0.09189
9672	0	0	0.07989
9698	0.5233	1.633	1.128
692234	0	0	0
692235	0	0	0
692200	0	0	0
107984935	0	0	1.728
79570	0	0	0
9410	2.886	3.515	3.106
51538	50.04	51.01	46.76
2170	0.3354	0.2679	0.1816
105378623	0.2142	0	0
107985470	0	0.1527	0
347735	0	0	0.04074
105378625	0	0	0
105379772	0	0.3661	0
149086	0	0	0
284551	0	0.0406	0
105378626	0	0	0
64129	0	0.04672	0.02771
3061	0.4692	0.5188	0.1538
553115	9.266	10.2	3.891
107985471	0	0	0.1524
105378628	0	0	0
1307	0	0.01708	0.01013
101929444	0	0	0
576	0	0	0
100423028	0	0	0
90853	8.895	16.48	25.44
8073	117.5	158.1	160.4
10657	6.147	3.266	3.52
55116	0.1481	0.8112	0.5262
100847018	0	0	0
23633	1.89	1.626	1.423
200081	0.3683	0.7775	0.5982
79140	0.5844	1.763	1.246
56063	0.4838	0.7571	0.4911
55721	0	0.1483	0
149069	0	0.04955	0
8668	4.913	1.334	3.233
339483	0	0	0
84734	0	0	0
3932	5.094	1.027	3.24
3065	3.9	11.79	4.829
65108	0.6309	0.3599	1.494
105378629	0.1707	0	0
81629	0.9586	1.813	1.168
100128071	0	0.6369	0.3777
55108	12.7	20.82	15.58
728116	0	0.06072	0.01543
653121	0	0.1573	0.01865
102723870	0	0.2108	0.125
339487	2.248	1.749	1.535
5928	4.93	7.412	5.358
81493	1.381	2.239	1.781
57648	0	0.01876	0
8565	0.6848	1.442	1.272
64766	1.106	0.02028	0.2406
252995	0	0	0
105378631	0	0.05006	0
3208	0	0	0
113452	0	0	0.06089
105378632	0	0	0
127544	0.0436	1.119	1.235
204	3.183	0.8128	0.9747
105378635	0	0	0.09244
113451	0	0.1251	0.04637
112268224	0	0	0.1019
55223	0	0.1295	0.03413
149076	0.5567	0.1819	0.4161
127550	0.2119	0	0
1912	0.778	2.29	2.353
100500853	0	1.113	2.64
101929464	0	0	0
7579	0	0	0.05479
114784	0	0.1509	0.02652
105378638	0	0	0
127540	0	0	0
402779	0	0	0
84970	0	0	0
105378639	0	0	0
105378640	0	0	0.07728
105378641	0	0	0.05112
693137	0	0	0
105378642	0.4445	0.2663	0.1579
2709	0	0.4791	0.2435
127534	0	0.06252	0.07416
2707	0	0	0
2701	0.2172	0.8364	0.6613
113444	1.103	1.066	0.8853
58512	0.02041	0.04191	0.006214
653160	1.264	0.2359	0
100506144	0.1172	1.564	2.569
9204	0	1.304	0.4639
79830	0	0.04062	0.1124
105378644	0	0	0
6421	0.3387	1.18	1.503
9202	0.9982	0.3807	0.6513
100861513	1.417	1.455	0.4314
79932	0.02576	0.291	0.4393
23154	0.468	0	0.03563
339488	0	0.11	0.009318
105378645	0	0.3357	0.1327
5690	2.465	1.327	1.516
105378646	0	0.06636	0.07871
127703	0	0.2929	0.3257
63967	0	0.09587	0.1208
192670	0.2984	0.2132	0.4346
26523	2.212	4.297	1.475
192669	0.05807	0.2584	0.08959
105378647	0	0.2053	0
27285	0	0.3569	0
54936	3.268	0.4028	1.194
1296	0	0	0.02446
27095	3.709	3.174	4.593
55700	3.074	2.795	1.56
9967	0.6339	2.551	1.502
79729	0	0.29	0.3595
55194	3.732	8.282	32.55
83931	63.35	74.88	89.22
84967	3.402	5.435	7.444
127700	0	0.4826	0.2146
109616970	0	0.8496	1.511
107984940	0	0.3352	0
64960	0	0.4671	0.7618
1441	1.524	1.746	3.177
107984941	0	0	0
105378648	0	0	0
2899	0	0.01173	0.006954
100422898	0	0	0
107984942	0	0.04325	0
728431	15.34	12.71	3.7
80149	0	0	0.3064
102465438	0	0	0
64769	1.324	1.473	1.491
100847010	5.419	0	0
105378649	0	0.1086	0
79753	0.3332	0.09775	0.1304
7802	0	0.04235	0.02511
29889	1.048	0.5766	0.4788
284654	0	0	0.02148
54955	0	0.5721	0.3036
55143	0	0.2347	0.167
284656	0	0.08756	0.03462
105378650	0	0	0
149175	0	0.2952	0
79693	0	0	0.3571
127687	3.262	2.261	2.88
4520	0	0.5143	0.1413
3633	0.8126	2.62	1.37
105378651	0	0	0.03878
10946	1.328	0.7623	1.047
2275	6.678	19.33	14.25
51118	0.7434	0.3817	0.8084
5453	0	0	0.02226
107985103	0	0	0
105378653	0	0.2096	0.1243
100500801	0	0	0
105378655	0	0	0
105378654	0.02293	0.07065	0
339442	0.04747	0.1462	0
105378657	0	0	0
107984943	0	0	0.1535
105378656	0	0	0
105378658	0.5365	0	0.1634
105378660	0	0.151	0
64121	1.011	0.8302	1.28
100527950	3.66	2.555	1.991
26292	7.521	5.163	4.091
105378663	0	0	0.1419
81025	0.09502	0.09758	0.02894
54933	0.05397	0.2217	0
105378662	0.4661	0.9574	0
79647	32.36	37.23	24.43
4725	62.82	99.01	72.7
23499	1.685	1.875	0.5895
643314	0	0.06008	0.04453
105378950	0	0	0.1229
353500	0.03188	0.131	0.03884
192217	0	0.1851	0.03659
728448	0.09831	0.3365	0.1597
8761	0.4139	0.5667	0.4411
101929516	0.1691	0.5209	0.2059
677834	0	0	0
26508	0	0	0
84618	0	0	0
51440	0.02269	0.09321	0
10450	2.952	3.544	1.638
656	0.06893	0.6194	0.3568
64064	0	0.06095	0.03614
105378666	0	0	0
101929536	0.2718	0	0
105378951	0.7429	0.1695	0.05027
107985740	0.22	0	0.08931
105378665	1.363	0.7	0
105378667	0	0.4032	0
54802	0	0	0.03504
4610	1.006	0	0.2722
105378668	0.5494	0	0.1673
84879	0	0	0.08947
105378669	0	0.1544	0
10487	96.13	170.6	160.8
5538	34.57	56.52	56.01
105378671	0	0	0.06186
6018	0.05111	0.2974	0.07263
127391	0	0.4797	0
10269	4.855	8.834	4.743
1298	0	0.4146	0.0461
107984945	0	0.3754	0.2226
64744	5.317	5.168	8.771
65243	0	0.2481	0.04905
339559	0	0.4238	0.02285
105378672	0	0.2299	0
64789	1.038	0.7103	0.2633
127396	0	0.1654	0.2288
105378673	0	0.1412	0.08376
9783	0	0.9164	0.03564
105378675	0.03866	0.1191	0
105378674	0	0.3286	0
100130557	0	0.1049	0.1037
4802	1.315	2.787	2.015
407034	0	0	0
407031	0	0	0
9132	0.07457	0.5871	0.8174
105378676	0	0.5036	0
163732	0	0	0.5038
1503	0	0.06783	0.05364
100507178	0	0.1855	0.01375
200172	0	0.2507	0.09149
22955	0	0.2094	0.345
100132074	0.03757	0.03858	0
101929901	0	0	0
105378678	0	0.1278	0
1907	0	0	0
59269	0.06743	0.03957	0.05867
2981	0	0	0
2980	0	0	0
22887	1.208	0.4746	0.3723
284716	0.1337	0.1465	0.2769
84217	6.472	4.201	5.317
728621	0.2692	0.3812	0.4013
79717	4.41	5.527	6.133
10465	0.04305	0.2652	0.05243
4904	18.78	19.11	13.97
149461	0	0.09269	0
64175	0	3.823	0.8375
79078	0.2049	0.4209	0.2496
105378683	0	0	0
100129924	0	0.3318	0.05903
107984946	0.1765	0	0
374969	16.93	9.497	42.04
114625	1.266	3.102	1.612
51058	0	0.1447	0
339539	0	0	0
6513	0	0	0.3926
440584	0	0.297	0.2349
440585	0	0	0
10969	0.066	0.61	0.6029
102465439	0	0	0
149465	0	0.07511	0
105378685	0	0.4161	0.2019
128218	0	0	0
149466	0	0.2648	0.07853
7075	0	0.04379	0.1169
4352	29.93	43.51	9.149
105378687	0.7533	0	0.4587
991	0	0	0.1201
64834	1.881	2.555	1.885
102466723	0	0	0
112268225	0	0.1526	0.01509
112950	0.05341	1.755	1.919
107984947	0	0.8305	0.9851
23334	0.6206	0.7273	0.1867
100873952	0	0.1592	0
102465440	0	0	0
81888	4.41	4.805	1.212
5792	2.174	2.66	1.245
9682	0.04619	0.4506	0.2672
100132774	0.5508	0.9899	0.4613
6487	13.25	16.35	8.257
101929592	0	0	0.2815
102464830	0	0	0
9048	0	0	0
105378688	0	0	0
101929609	0	0.2585	0
9670	0	0.2358	0
1802	0	0	0.1196
533	3.714	8.39	5.842
8704	0.08694	0.4464	0.3442
149473	0	0.0725	0
6536	0.05569	0.2002	0
107984948	0	0	0.59
128209	0	0.1669	0.132
105378952	0	0.3875	0.04179
55929	1.493	0.5111	0.341
79033	0	0.3137	0.3348
100874278	0	0	0
106635545	0	0	0
55182	0.3752	0.5026	0.3676
107984951	0	0	0
100847089	0	0	0
107984950	0.09861	0.6414	0.6006
79639	0.03789	0.3891	0.04615
109623472	0	0	0
339541	0.1665	0.2279	0.06759
105378690	0	0.3874	0
26828	0	0.9594	0
26830	0	3.339	0
11004	0	0	0.05667
109623476	0	0	0
6202	15.74	8.726	18.24
26811	0	0	0
94161	0	0	0
94162	0	0	0
94163	0	0	0
266675	0	0	0.09343
