GeneID	TISSUE_001	TISSUE_002	TISSUE_003	TISSUE_004	TISSUE_005	TISSUE_006	TISSUE_007	TISSUE_008	TISSUE_009	TISSUE_010	TISSUE_011	TISSUE_012	TISSUE_013	TISSUE_014	TISSUE_015	TISSUE_016	TISSUE_017	TISSUE_018	TISSUE_019	TISSUE_020	TISSUE_021	TISSUE_022	TISSUE_023	TISSUE_024	TISSUE_025	TISSUE_026	TISSUE_027	TISSUE_028	TISSUE_029	TISSUE_030	TISSUE_031	TISSUE_032	TISSUE_033	TISSUE_034	TISSUE_035	TISSUE_036	TISSUE_037	TISSUE_038	TISSUE_039	TISSUE_040	TISSUE_041	TISSUE_042	TISSUE_043	TISSUE_044	TISSUE_045	TISSUE_046	TISSUE_047	TISSUE_048	TISSUE_049	TISSUE_050	TISSUE_051	TISSUE_052	TISSUE_053	TISSUE_054	TISSUE_055	TISSUE_056	TISSUE_057	TISSUE_058	TISSUE_059	TISSUE_060	TISSUE_061	TISSUE_062	TISSUE_063	TISSUE_064	TISSUE_065	TISSUE_066	TISSUE_067	TISSUE_068	TISSUE_069	TISSUE_070	TISSUE_071	TISSUE_072	TISSUE_073	TISSUE_074	TISSUE_075	TISSUE_076	TISSUE_077	TISSUE_078	TISSUE_079	TISSUE_080	TISSUE_081	TISSUE_082	TISSUE_083	TISSUE_084	TISSUE_085	TISSUE_086	TISSUE_087	TISSUE_088	TISSUE_089	TISSUE_090	TISSUE_091	TISSUE_092	TISSUE_093	TISSUE_094	TISSUE_095	TISSUE_096	TISSUE_097	TISSUE_098	TISSUE_099	TISSUE_100
100000749	5.355	5.190	5.029	4.881	4.750	4.644	4.567	4.523	4.513	4.537	4.597	4.689	4.809	4.954	5.116	5.291	5.469	5.644	5.806	5.949	6.065	6.146	6.188	6.183	6.130	6.025	5.868	5.660	5.402	5.100	4.759	4.385	3.988	3.575	3.158	2.747	2.353	1.986	1.656	1.375	1.149	0.987	0.895	0.877	0.937	1.074	1.288	1.576	1.932	2.351	2.823	3.339	3.887	4.457	5.034	5.607	6.163	6.688	7.171	7.602	7.969	8.266	8.486	8.623	8.676	8.644	8.527	8.330	8.058	7.717	7.317	6.867	6.379	5.863	5.333	4.800	4.277	3.775	3.305	2.878	2.501	2.181	1.924	1.734	1.612	1.558	1.571	1.646	1.780	1.964	2.193	2.457	2.747	3.054	3.368	3.680	3.982	4.264	4.520	4.743
100000750	5.340	5.175	5.016	4.868	4.740	4.636	4.562	4.520	4.513	4.541	4.603	4.698	4.821	4.967	5.131	5.306	5.485	5.659	5.821	5.962	6.075	6.154	6.192	6.184	6.127	6.018	5.857	5.644	5.383	5.078	4.733	4.357	3.958	3.545	3.128	2.717	2.324	1.959	1.633	1.355	1.133	0.976	0.889	0.877	0.943	1.086	1.305	1.598	1.959	2.382	2.858	3.377	3.927	4.498	5.076	5.648	6.202	6.724	7.204	7.630	7.993	8.285	8.498	8.630	8.676	8.638	8.515	8.312	8.035	7.690	7.286	6.833	6.342	5.825	5.294	4.762	4.240	3.741	3.274	2.850	2.477	2.162	1.910	1.725	1.608	1.559	1.577	1.657	1.794	1.982	2.213	2.479	2.771	3.078	3.392	3.704	4.003	4.283	4.537	4.757
100000751	5.325	5.161	5.002	4.856	4.730	4.629	4.557	4.518	4.514	4.545	4.610	4.707	4.832	4.980	5.146	5.322	5.501	5.674	5.835	5.974	6.086	6.161	6.196	6.184	6.123	6.010	5.845	5.629	5.364	5.055	4.708	4.329	3.928	3.514	3.097	2.687	2.295	1.933	1.609	1.335	1.118	0.966	0.884	0.878	0.949	1.097	1.323	1.621	1.987	2.414	2.893	3.415	3.967	4.539	5.117	5.688	6.240	6.760	7.237	7.658	8.016	8.302	8.510	8.635	8.676	8.631	8.503	8.294	8.012	7.662	7.254	6.798	6.305	5.787	5.256	4.724	4.204	3.707	3.243	2.823	2.454	2.143	1.897	1.717	1.605	1.561	1.583	1.667	1.808	2.000	2.234	2.502	2.795	3.103	3.416	3.727	4.025	4.303	4.553	4.771
100000752	5.310	5.146	4.988	4.844	4.720	4.621	4.552	4.516	4.515	4.549	4.617	4.717	4.844	4.994	5.161	5.338	5.516	5.690	5.849	5.987	6.096	6.168	6.200	6.184	6.119	6.002	5.833	5.613	5.344	5.032	4.682	4.301	3.899	3.483	3.066	2.657	2.267	1.906	1.586	1.315	1.103	0.956	0.880	0.879	0.955	1.110	1.340	1.644	2.015	2.446	2.929	3.453	4.008	4.580	5.158	5.729	6.279	6.796	7.269	7.686	8.039	8.320	8.522	8.641	8.675	8.624	8.490	8.276	7.988	7.634	7.222	6.764	6.268	5.749	5.218	4.686	4.168	3.673	3.212	2.795	2.431	2.125	1.883	1.708	1.602	1.563	1.590	1.678	1.823	2.018	2.255	2.524	2.818	3.127	3.440	3.750	4.046	4.322	4.570	4.785
100000753	5.295	5.132	4.975	4.832	4.710	4.614	4.547	4.514	4.516	4.553	4.624	4.726	4.856	5.008	5.176	5.353	5.532	5.705	5.863	5.999	6.105	6.175	6.203	6.184	6.115	5.994	5.821	5.596	5.324	5.009	4.656	4.273	3.869	3.453	3.035	2.627	2.238	1.880	1.563	1.296	1.088	0.946	0.875	0.880	0.962	1.122	1.358	1.667	2.043	2.478	2.965	3.492	4.048	4.622	5.200	5.769	6.317	6.832	7.301	7.714	8.062	8.337	8.533	8.646	8.674	8.616	8.476	8.257	7.964	7.606	7.190	6.729	6.231	5.711	5.179	4.649	4.132	3.639	3.181	2.769	2.408	2.107	1.870	1.701	1.599	1.565	1.597	1.689	1.838	2.036	2.275	2.547	2.842	3.151	3.464	3.773	4.067	4.341	4.586	4.798
100000754	5.280	5.117	4.962	4.820	4.700	4.606	4.543	4.513	4.518	4.558	4.631	4.736	4.868	5.022	5.191	5.369	5.548	5.720	5.877	6.011	6.115	6.182	6.206	6.184	6.111	5.985	5.808	5.580	5.304	4.985	4.629	4.244	3.839	3.422	3.004	2.597	2.210	1.854	1.540	1.277	1.074	0.937	0.871	0.881	0.969	1.135	1.377	1.691	2.071	2.511	3.001	3.530	4.089	4.663	5.241	5.809	6.355	6.867	7.332	7.741	8.084	8.353	8.543	8.650	8.672	8.609	8.462	8.238	7.940	7.577	7.158	6.693	6.194	5.673	5.141	4.611	4.096	3.605	3.151	2.742	2.386	2.090	1.858	1.693	1.597	1.568	1.604	1.701	1.854	2.055	2.296	2.570	2.866	3.175	3.488	3.795	4.088	4.360	4.603	4.811
100000755	5.265	5.103	4.948	4.809	4.691	4.599	4.539	4.512	4.520	4.562	4.639	4.746	4.880	5.036	5.206	5.385	5.564	5.735	5.891	6.023	6.124	6.188	6.209	6.183	6.106	5.976	5.795	5.563	5.283	4.961	4.603	4.216	3.808	3.391	2.973	2.567	2.182	1.829	1.518	1.259	1.060	0.928	0.868	0.884	0.977	1.149	1.396	1.715	2.100	2.544	3.037	3.569	4.129	4.704	5.282	5.849	6.393	6.902	7.363	7.768	8.105	8.369	8.553	8.654	8.670	8.600	8.448	8.218	7.915	7.548	7.125	6.658	6.157	5.635	5.103	4.574	4.060	3.572	3.121	2.716	2.364	2.073	1.846	1.686	1.595	1.571	1.611	1.713	1.869	2.073	2.317	2.593	2.890	3.199	3.512	3.818	4.109	4.378	4.618	4.824
100000756	5.251	5.089	4.935	4.797	4.682	4.593	4.535	4.511	4.522	4.567	4.647	4.757	4.893	5.050	5.222	5.401	5.579	5.750	5.904	6.035	6.133	6.194	6.212	6.182	6.101	5.967	5.782	5.546	5.263	4.937	4.576	4.187	3.778	3.360	2.943	2.537	2.153	1.803	1.496	1.241	1.046	0.919	0.864	0.886	0.985	1.163	1.415	1.740	2.129	2.577	3.074	3.608	4.170	4.746	5.323	5.889	6.431	6.937	7.394	7.794	8.127	8.385	8.563	8.658	8.667	8.591	8.434	8.198	7.890	7.519	7.093	6.623	6.120	5.596	5.064	4.536	4.024	3.539	3.091	2.690	2.343	2.056	1.834	1.679	1.593	1.574	1.619	1.725	1.885	2.092	2.339	2.616	2.914	3.223	3.535	3.840	4.130	4.397	4.634	4.837
100000757	5.236	5.074	4.922	4.786	4.673	4.586	4.531	4.510	4.524	4.573	4.655	4.767	4.905	5.064	5.237	5.416	5.595	5.765	5.918	6.046	6.142	6.200	6.214	6.180	6.095	5.958	5.768	5.528	5.242	4.913	4.549	4.158	3.748	3.329	2.912	2.507	2.126	1.778	1.474	1.223	1.033	0.911	0.862	0.889	0.994	1.177	1.435	1.764	2.159	2.611	3.110	3.647	4.211	4.787	5.364	5.929	6.469	6.971	7.425	7.820	8.148	8.400	8.572	8.661	8.664	8.582	8.419	8.177	7.865	7.489	7.060	6.587	6.082	5.558	5.026	4.499	3.989	3.506	3.062	2.664	2.322	2.040	1.823	1.673	1.592	1.578	1.627	1.737	1.901	2.111	2.360	2.639	2.938	3.248	3.559	3.863	4.151	4.415	4.650	4.849
100000758	5.221	5.060	4.909	4.775	4.664	4.580	4.528	4.509	4.526	4.578	4.663	4.778	4.918	5.079	5.252	5.432	5.611	5.780	5.931	6.057	6.151	6.206	6.216	6.179	6.089	5.948	5.754	5.510	5.220	4.888	4.522	4.129	3.717	3.298	2.881	2.477	2.098	1.753	1.452	1.205	1.020	0.903	0.859	0.892	1.003	1.192	1.455	1.790	2.189	2.644	3.147	3.687	4.251	4.828	5.405	5.969	6.506	7.005	7.455	7.846	8.168	8.415	8.581	8.663	8.660	8.573	8.403	8.156	7.839	7.459	7.026	6.551	6.045	5.520	4.988	4.462	3.954	3.474	3.032	2.639	2.301	2.024	1.812	1.667	1.591	1.582	1.636	1.750	1.917	2.130	2.381	2.662	2.962	3.272	3.582	3.885	4.171	4.433	4.665	4.861
100000759	5.206	5.046	4.897	4.764	4.655	4.574	4.524	4.509	4.529	4.584	4.672	4.789	4.931	5.093	5.268	5.448	5.627	5.795	5.945	6.069	6.160	6.211	6.218	6.176	6.083	5.938	5.740	5.492	5.199	4.864	4.495	4.099	3.687	3.267	2.850	2.448	2.070	1.728	1.431	1.188	1.007	0.896	0.857	0.896	1.013	1.207	1.476	1.815	2.219	2.678	3.184	3.726	4.292	4.870	5.446	6.008	6.543	7.039	7.485	7.871	8.188	8.429	8.589	8.665	8.656	8.562	8.387	8.135	7.813	7.429	6.993	6.515	6.007	5.481	4.950	4.425	3.918	3.441	3.004	2.614	2.280	2.008	1.801	1.662	1.590	1.586	1.645	1.763	1.933	2.150	2.403	2.685	2.986	3.296	3.606	3.907	4.191	4.451	4.680	4.873
100000760	5.192	5.032	4.884	4.754	4.647	4.568	4.522	4.509	4.532	4.590	4.680	4.800	4.944	5.108	5.283	5.464	5.642	5.809	5.958	6.080	6.168	6.216	6.220	6.174	6.077	5.927	5.726	5.474	5.177	4.839	4.467	4.070	3.656	3.236	2.820	2.418	2.043	1.703	1.410	1.171	0.995	0.889	0.856	0.900	1.023	1.222	1.497	1.841	2.249	2.713	3.222	3.766	4.333	4.911	5.487	6.048	6.580	7.073	7.515	7.896	8.208	8.443	8.597	8.667	8.652	8.552	8.371	8.114	7.787	7.399	6.959	6.479	5.970	5.443	4.912	4.388	3.884	3.409	2.975	2.589	2.260	1.993	1.791	1.657	1.590	1.591	1.654	1.776	1.950	2.169	2.425	2.708	3.010	3.320	3.629	3.929	4.211	4.468	4.694	4.884
100000761	5.177	5.019	4.872	4.743	4.638	4.562	4.519	4.510	4.536	4.596	4.689	4.811	4.958	5.122	5.299	5.480	5.658	5.824	5.971	6.091	6.176	6.221	6.221	6.172	6.070	5.916	5.711	5.455	5.155	4.814	4.439	4.040	3.625	3.205	2.789	2.389	2.015	1.679	1.389	1.154	0.983	0.882	0.855	0.905	1.033	1.238	1.518	1.868	2.280	2.747	3.259	3.806	4.374	4.953	5.528	6.087	6.617	7.107	7.545	7.921	8.227	8.457	8.605	8.668	8.647	8.541	8.354	8.092	7.760	7.368	6.926	6.443	5.932	5.405	4.874	4.351	3.849	3.377	2.947	2.565	2.240	1.978	1.781	1.652	1.591	1.596	1.664	1.789	1.967	2.189	2.447	2.731	3.033	3.344	3.652	3.951	4.231	4.486	4.709	4.895
100000762	5.162	5.005	4.859	4.733	4.630	4.557	4.516	4.510	4.539	4.603	4.698	4.823	4.971	5.137	5.315	5.496	5.673	5.839	5.984	6.101	6.184	6.226	6.222	6.169	6.063	5.905	5.696	5.436	5.132	4.788	4.412	4.011	3.595	3.174	2.759	2.360	1.988	1.654	1.368	1.138	0.972	0.876	0.854	0.910	1.044	1.255	1.540	1.894	2.311	2.782	3.297	3.846	4.415	4.994	5.569	6.126	6.654	7.140	7.574	7.945	8.246	8.470	8.612	8.669	8.641	8.530	8.337	8.070	7.733	7.337	6.892	6.407	5.894	5.367	4.836	4.315	3.814	3.346	2.918	2.541	2.221	1.963	1.771	1.647	1.591	1.601	1.673	1.803	1.984	2.209	2.469	2.755	3.057	3.367	3.675	3.972	4.250	4.503	4.723	4.906
100000763	5.148	4.991	4.847	4.722	4.623	4.552	4.514	4.511	4.543	4.609	4.708	4.834	4.984	5.152	5.331	5.512	5.689	5.853	5.996	6.112	6.192	6.230	6.223	6.165	6.056	5.894	5.680	5.417	5.109	4.762	4.384	3.981	3.564	3.143	2.728	2.331	1.961	1.630	1.348	1.122	0.961	0.870	0.854	0.915	1.055	1.272	1.562	1.921	2.342	2.817	3.335	3.886	4.457	5.035	5.609	6.165	6.690	7.173	7.602	7.969	8.264	8.482	8.618	8.669	8.635	8.518	8.320	8.047	7.706	7.306	6.857	6.370	5.856	5.328	4.798	4.278	3.780	3.314	2.891	2.518	2.202	1.949	1.762	1.643	1.592	1.607	1.683	1.817	2.002	2.229	2.491	2.778	3.081	3.391	3.698	3.994	4.270	4.519	4.737	4.917
100000764	5.133	4.978	4.835	4.713	4.615	4.547	4.512	4.512	4.547	4.616	4.717	4.846	4.998	5.167	5.346	5.528	5.704	5.867	6.009	6.122	6.199	6.234	6.223	6.162	6.048	5.882	5.664	5.398	5.086	4.737	4.355	3.951	3.533	3.112	2.698	2.302	1.935	1.607	1.328	1.106	0.950	0.864	0.854	0.921	1.066	1.289	1.584	1.949	2.374	2.852	3.373	3.926	4.498	5.077	5.650	6.204	6.726	7.206	7.631	7.992	8.282	8.495	8.624	8.669	8.629	8.506	8.302	8.024	7.679	7.275	6.823	6.333	5.818	5.290	4.761	4.242	3.746	3.283	2.863	2.494	2.183	1.935	1.754	1.640	1.593	1.613	1.694	1.831	2.019	2.249	2.513	2.802	3.105	3.415	3.721	4.015	4.289	4.536	4.750	4.928
100000765	5.119	4.964	4.823	4.703	4.608	4.542	4.510	4.513	4.551	4.623	4.727	4.858	5.012	5.182	5.362	5.544	5.720	5.882	6.022	6.132	6.206	6.238	6.223	6.158	6.040	5.870	5.648	5.378	5.063	4.711	4.327	3.921	3.502	3.080	2.667	2.273	1.908	1.583	1.308	1.091	0.940	0.859	0.854	0.927	1.078	1.306	1.607	1.976	2.406	2.888	3.411	3.966	4.539	5.118	5.690	6.242	6.762	7.238	7.659	8.015	8.300	8.506	8.630	8.669	8.622	8.493	8.284	8.001	7.651	7.243	6.788	6.297	5.781	5.252	4.723	4.206	3.712	3.252	2.836	2.471	2.165	1.922	1.745	1.636	1.595	1.619	1.704	1.846	2.037	2.270	2.535	2.825	3.129	3.439	3.744	4.036	4.308	4.552	4.764	4.938
100000766	5.105	4.951	4.812	4.693	4.600	4.538	4.509	4.515	4.556	4.631	4.737	4.870	5.026	5.198	5.378	5.560	5.735	5.896	6.034	6.142	6.213	6.242	6.223	6.154	6.032	5.858	5.632	5.358	5.040	4.684	4.298	3.891	3.471	3.049	2.637	2.244	1.882	1.560	1.289	1.076	0.930	0.855	0.855	0.934	1.091	1.324	1.631	2.004	2.438	2.923	3.450	4.006	4.580	5.160	5.731	6.281	6.798	7.270	7.687	8.038	8.317	8.518	8.635	8.668	8.615	8.480	8.265	7.977	7.623	7.212	6.754	6.260	5.743	5.214	4.685	4.170	3.679	3.222	2.809	2.449	2.147	1.909	1.737	1.634	1.597	1.626	1.715	1.861	2.055	2.290	2.558	2.849	3.153	3.462	3.766	4.057	4.327	4.569	4.777	4.948
100000767	5.091	4.938	4.800	4.684	4.593	4.534	4.508	4.517	4.561	4.638	4.747	4.883	5.040	5.213	5.394	5.576	5.751	5.910	6.046	6.151	6.220	6.245	6.222	6.149	6.023	5.845	5.615	5.337	5.016	4.658	4.270	3.860	3.440	3.018	2.606	2.215	1.855	1.537	1.270	1.062	0.920	0.850	0.857	0.941	1.104	1.343	1.654	2.033	2.471	2.959	3.489	4.047	4.622	5.201	5.771	6.319	6.833	7.302	7.714	8.061	8.334	8.528	8.640	8.666	8.608	8.466	8.246	7.953	7.594	7.179	6.719	6.223	5.705	5.175	4.648	4.134	3.645	3.192	2.783	2.427	2.130	1.896	1.730	1.631	1.600	1.633	1.727	1.876	2.073	2.311	2.580	2.872	3.177	3.486	3.789	4.078	4.345	4.584	4.790	4.957
100000768	5.076	4.925	4.789	4.674	4.587	4.530	4.507	4.519	4.566	4.646	4.757	4.895	5.054	5.228	5.410	5.592	5.766	5.924	6.058	6.161	6.226	6.248	6.222	6.144	6.014	5.832	5.598	5.317	4.992	4.631	4.241	3.830	3.409	2.987	2.576	2.187	1.829	1.514	1.251	1.047	0.911	0.847	0.859	0.949	1.117	1.361	1.678	2.061	2.504	2.996	3.528	4.087	4.663	5.242	5.811	6.357	6.869	7.333	7.741	8.082	8.350	8.539	8.644	8.664	8.600	8.452	8.227	7.928	7.566	7.147	6.684	6.186	5.667	5.137	4.611	4.098	3.612	3.162	2.756	2.405	2.112	1.884	1.723	1.629	1.602	1.640	1.738	1.891	2.091	2.332	2.603	2.896	3.201	3.509	3.811	4.099	4.364	4.600	4.802	4.966
100000769	5.062	4.912	4.778	4.665	4.580	4.526	4.506	4.521	4.571	4.654	4.768	4.908	5.069	5.244	5.426	5.608	5.781	5.938	6.070	6.170	6.232	6.250	6.220	6.139	6.005	5.818	5.581	5.296	4.968	4.604	4.212	3.799	3.378	2.956	2.546	2.158	1.804	1.492	1.232	1.033	0.902	0.843	0.861	0.957	1.131	1.381	1.703	2.090	2.537	3.032	3.567	4.128	4.705	5.283	5.851	6.395	6.904	7.364	7.768	8.104	8.366	8.549	8.648	8.662	8.591	8.438	8.207	7.904	7.537	7.115	6.648	6.149	5.628	5.099	4.573	4.063	3.579	3.132	2.731	2.383	2.095	1.872	1.716	1.627	1.605	1.648	1.750	1.907	2.110	2.353	2.626	2.919	3.225	3.533	3.833	4.119	4.382	4.616	4.815	4.975
100000770	5.048	4.899	4.767	4.657	4.574	4.523	4.506	4.524	4.576	4.663	4.779	4.921	5.083	5.259	5.442	5.624	5.796	5.951	6.081	6.179	6.238	6.253	6.219	6.134	5.996	5.805	5.563	5.275	4.944	4.577	4.182	3.769	3.346	2.925	2.516	2.130	1.778	1.470	1.214	1.020	0.893	0.840	0.864	0.965	1.145	1.400	1.727	2.120	2.570	3.069	3.606	4.169	4.746	5.324	5.891	6.433	6.938	7.395	7.794	8.125	8.382	8.558	8.651	8.659	8.582	8.423	8.187	7.879	7.507	7.082	6.613	6.112	5.590	5.061	4.536	4.028	3.546	3.102	2.705	2.362	2.079	1.861	1.709	1.626	1.609	1.656	1.762	1.922	2.129	2.374	2.648	2.943	3.249	3.556	3.856	4.139	4.400	4.631	4.827	4.984
100000771	5.034	4.887	4.756	4.648	4.568	4.520	4.505	4.526	4.582	4.671	4.790	4.934	5.098	5.275	5.458	5.640	5.811	5.965	6.093	6.188	6.244	6.255	6.217	6.128	5.986	5.791	5.545	5.253	4.919	4.550	4.153	3.738	3.315	2.894	2.486	2.102	1.753	1.448	1.196	1.007	0.885	0.838	0.867	0.974	1.159	1.420	1.752	2.149	2.604	3.106	3.645	4.210	4.788	5.366	5.931	6.471	6.973	7.426	7.820	8.146	8.397	8.567	8.654	8.656	8.573	8.408	8.166	7.853	7.478	7.049	6.577	6.074	5.552	5.023	4.499	3.992	3.514	3.073	2.680	2.341	2.063	1.850	1.703	1.625	1.613	1.664	1.775	1.938	2.148	2.395	2.671	2.967	3.273	3.579	3.878	4.160	4.418	4.646	4.839	4.993
100000772	5.021	4.874	4.745	4.640	4.562	4.517	4.505	4.529	4.588	4.680	4.801	4.947	5.113	5.291	5.474	5.656	5.826	5.978	6.104	6.197	6.249	6.257	6.215	6.122	5.975	5.777	5.527	5.231	4.894	4.522	4.124	3.707	3.284	2.863	2.456	2.074	1.727	1.426	1.179	0.994	0.878	0.835	0.870	0.983	1.174	1.441	1.778	2.179	2.638	3.143	3.684	4.251	4.829	5.407	5.971	6.508	7.007	7.456	7.845	8.166	8.411	8.576	8.657	8.652	8.563	8.393	8.145	7.828	7.448	7.016	6.542	6.037	5.514	4.985	4.462	3.957	3.481	3.044	2.655	2.321	2.047	1.839	1.698	1.624	1.617	1.673	1.787	1.955	2.167	2.416	2.694	2.990	3.296	3.602	3.899	4.179	4.435	4.660	4.850	5.001
100000773	5.007	4.862	4.735	4.631	4.557	4.514	4.506	4.533	4.594	4.689	4.812	4.960	5.127	5.307	5.490	5.671	5.841	5.992	6.115	6.205	6.254	6.258	6.213	6.115	5.965	5.762	5.509	5.209	4.869	4.494	4.094	3.677	3.253	2.832	2.427	2.047	1.702	1.404	1.161	0.981	0.870	0.834	0.874	0.993	1.190	1.461	1.804	2.210	2.672	3.180	3.724	4.292	4.871	5.448	6.010	6.545	7.041	7.486	7.871	8.186	8.426	8.584	8.659	8.648	8.553	8.377	8.124	7.802	7.418	6.982	6.506	6.000	5.476	4.947	4.426	3.923	3.449	3.016	2.630	2.300	2.032	1.828	1.692	1.624	1.621	1.682	1.800	1.971	2.186	2.438	2.717	3.014	3.320	3.625	3.921	4.199	4.452	4.675	4.861	5.009
100000774	4.993	4.850	4.724	4.623	4.551	4.511	4.506	4.536	4.601	4.698	4.824	4.974	5.142	5.322	5.507	5.687	5.856	6.005	6.126	6.213	6.259	6.260	6.210	6.109	5.954	5.747	5.490	5.187	4.844	4.466	4.064	3.646	3.221	2.801	2.397	2.019	1.678	1.383	1.144	0.969	0.863	0.832	0.878	1.003	1.206	1.483	1.830	2.240	2.706	3.218	3.764	4.333	4.912	5.489	6.049	6.582	7.075	7.516	7.895	8.206	8.439	8.592	8.660	8.643	8.542	8.360	8.102	7.775	7.388	6.949	6.470	5.962	5.438	4.910	4.389	3.888	3.417	2.987	2.606	2.281	2.017	1.819	1.688	1.624	1.626	1.691	1.814	1.988	2.206	2.459	2.740	3.038	3.344	3.648	3.943	4.219	4.470	4.689	4.872	5.017
100000775	4.980	4.838	4.714	4.616	4.546	4.509	4.507	4.540	4.608	4.707	4.835	4.987	5.157	5.338	5.523	5.703	5.871	6.018	6.137	6.221	6.264	6.261	6.207	6.102	5.943	5.732	5.471	5.164	4.818	4.438	4.034	3.615	3.190	2.770	2.367	1.992	1.653	1.362	1.128	0.957	0.857	0.831	0.883	1.014	1.222	1.504	1.856	2.271	2.741	3.255	3.804	4.374	4.953	5.529	6.089	6.619	7.108	7.545	7.920	8.225	8.453	8.599	8.661	8.638	8.531	8.344	8.080	7.749	7.357	6.915	6.434	5.925	5.400	4.872	4.353	3.854	3.386	2.959	2.582	2.261	2.002	1.809	1.683	1.624	1.631	1.701	1.827	2.005	2.225	2.481	2.763	3.062	3.367	3.671	3.964	4.238	4.486	4.703	4.883	5.024
100000776	4.966	4.826	4.704	4.608	4.541	4.507	4.508	4.544	4.614	4.717	4.847	5.001	5.173	5.354	5.539	5.719	5.885	6.031	6.148	6.229	6.268	6.261	6.204	6.094	5.931	5.716	5.452	5.142	4.792	4.410	4.004	3.584	3.159	2.740	2.338	1.964	1.629	1.342	1.112	0.946	0.851	0.831	0.888	1.025	1.238	1.526	1.883	2.303	2.776	3.293	3.844	4.415	4.995	5.570	6.128	6.655	7.141	7.574	7.944	8.244	8.466	8.606	8.662	8.633	8.520	8.326	8.058	7.722	7.326	6.881	6.397	5.887	5.362	4.834	4.316	3.819	3.355	2.931	2.558	2.242	1.988	1.800	1.679	1.625	1.637	1.711	1.841	2.022	2.245	2.503	2.786	3.085	3.391	3.694	3.985	4.257	4.503	4.717	4.894	5.031
100000777	4.953	4.814	4.695	4.601	4.537	4.506	4.509	4.548	4.622	4.727	4.859	5.015	5.188	5.370	5.555	5.734	5.900	6.043	6.158	6.236	6.273	6.262	6.200	6.087	5.920	5.700	5.432	5.119	4.766	4.382	3.974	3.552	3.127	2.709	2.309	1.937	1.605	1.322	1.096	0.935	0.845	0.831	0.894	1.036	1.255	1.548	1.910	2.334	2.811	3.331	3.884	4.456	5.036	5.611	6.167	6.692	7.174	7.602	7.968	8.262	8.478	8.612	8.662	8.627	8.508	8.309	8.035	7.695	7.295	6.847	6.361	5.849	5.324	4.797	4.280	3.785	3.323	2.904	2.535	2.223	1.974	1.791	1.675	1.626	1.643	1.721	1.855	2.039	2.265	2.525	2.809	3.109	3.414	3.716	4.006	4.276	4.519	4.730	4.904	5.038
100000778	4.940	4.802	4.685	4.593	4.532	4.504	4.511	4.553	4.629	4.737	4.872	5.029	5.203	5.386	5.571	5.750	5.914	6.056	6.168	6.244	6.276	6.262	6.197	6.079	5.907	5.684	5.412	5.095	4.740	4.353	3.944	3.521	3.096	2.678	2.280	1.910	1.581	1.302	1.080	0.924	0.840	0.831	0.900	1.048	1.273	1.571	1.938	2.366	2.847	3.370	3.924	4.498	5.078	5.651	6.206	6.728	7.207	7.631	7.991	8.280	8.490	8.618	8.662	8.620	8.495	8.291	8.012	7.667	7.264	6.813	6.325	5.812	5.286	4.759	4.244	3.752	3.293	2.877	2.512	2.205	1.961	1.782	1.672	1.628	1.649	1.731	1.869	2.057	2.285	2.547	2.833	3.133	3.438	3.739	4.027	4.295	4.535	4.743	4.914	5.044
100000779	4.927	4.791	4.676	4.587	4.528	4.503	4.513	4.558	4.637	4.747	4.884	5.043	5.219	5.402	5.587	5.765	5.928	6.068	6.178	6.251	6.280	6.262	6.192	6.070	5.895	5.668	5.392	5.072	4.713	4.324	3.913	3.490	3.064	2.648	2.250	1.884	1.558	1.282	1.065	0.914	0.835	0.832	0.907	1.060	1.291	1.594	1.966	2.398	2.882	3.408	3.965	4.539	5.119	5.692	6.244	6.764	7.239	7.659	8.014	8.297	8.502	8.624	8.661	8.613	8.483	8.273	7.989	7.639	7.232	6.778	6.288	5.774	5.248	4.722	4.208	3.718	3.262	2.850	2.489	2.187	1.948	1.774	1.669	1.630	1.656	1.742	1.884	2.074	2.306	2.569	2.856	3.156	3.461	3.761	4.048	4.313	4.551	4.756	4.923	5.051
100000780	4.914	4.779	4.666	4.580	4.524	4.502	4.515	4.563	4.645	4.757	4.897	5.058	5.234	5.419	5.604	5.781	5.943	6.081	6.188	6.257	6.283	6.261	6.188	6.062	5.882	5.651	5.371	5.048	4.687	4.295	3.883	3.459	3.033	2.617	2.222	1.857	1.534	1.262	1.050	0.904	0.830	0.833	0.914	1.073	1.309	1.618	1.994	2.431	2.918	3.447	4.005	4.581	5.161	5.732	6.283	6.799	7.271	7.686	8.037	8.314	8.513	8.629	8.660	8.606	8.469	8.254	7.965	7.611	7.200	6.743	6.251	5.736	5.210	4.684	4.172	3.685	3.232	2.823	2.467	2.169	1.935	1.767	1.666	1.632	1.662	1.753	1.899	2.092	2.326	2.591	2.879	3.180	3.484	3.783	4.068	4.332	4.567	4.769	4.933	5.057
